BUYER_COUNTY,BUYER_STATE,year_x,DOSAGE_UNIT,TOT_POP,drugdensity,densitybins,TOT_MALE,TOT_FEMALE,WA_PER,BA_PER,IA_PER,H_PER,GRNDTOT,Poverty_Percent,Median_Income,ltHS,HS,sCorA,B+,ObesityPercent,democrat,republican,Unemp_Yearly_Rate,crimerate,label,color,FEMALE_PER,HSorLess,CollegeorMore
TITUS,TX,2011,112510.0,32454.0,3.47,3,0.49,16440.0,85.74,9.98,2.22,40.36,1704.0,18.3,38221.0,30.25,29.75,25.5,14.5,29.5,30.94,67.83,8.24,0.05,3,Green,0.51,60.0,40.0
JACKSON,FL,2008,112440.0,50963.0,2.21,1,0.55,23101.0,69.59,27.59,0.75,4.25,0.0,19.0,37707.0,25.6,34.15,26.8,13.4,31.1,35.57,63.61,5.911735029940126,0.0,0,Red,0.45,59.75,40.2
DECATUR,TN,2008,112420.0,11503.0,9.77,3,0.49,5921.0,94.11,4.15,0.33,3.35,406.25,18.2,33365.0,26.55,42.1,21.95,9.4,29.4,32.88,65.11,8.46,0.04,0,Red,0.51,68.65,31.35
CHEBOYGAN,MI,2012,112400.0,25741.0,4.37,3,0.5,12917.0,93.41,0.57,3.05,1.1,765.0,18.6,37610.0,13.75,40.05,29.5,16.7,32.1,43.81,54.74,12.08,0.03,0,Red,0.5,53.8,46.2
JEFFERSON,IN,2010,112400.0,32428.0,3.47,3,0.48,16794.0,96.09,1.76,0.23,2.33,990.0,15.9,41654.0,15.0,40.2,27.95,16.9,31.8,45.0,53.17,11.33,0.03,3,Green,0.52,55.2,44.849999999999994
MINERAL,WV,2011,112400.0,28028.0,4.01,3,0.5,14128.0,95.29,2.88,0.15,0.71,739.0,17.2,38073.0,14.75,48.0,25.05,12.2,34.9,27.83,70.0,8.83,0.03,3,Green,0.5,62.75,37.25
OTERO,CO,2011,112400.0,18867.0,5.96,3,0.49,9652.0,92.11,1.11,3.29,40.65,670.0,23.9,30420.0,19.5,29.45,34.5,16.55,27.4,44.38,53.74,9.96,0.04,0,Red,0.51,48.95,51.05
SANILAC,MI,2012,112400.0,42297.0,2.66,2,0.5,21286.0,97.63,0.46,0.51,3.62,542.0,17.5,39315.0,16.25,43.15,28.65,11.95,34.4,39.26,59.68,10.52,0.01,3,Green,0.5,59.4,40.599999999999994
BOX ELDER,UT,2009,112300.0,49942.0,2.25,1,0.51,24638.0,95.66,0.55,1.15,8.1,1082.0,9.6,52867.0,9.35,31.4,38.1,21.1,27.0,15.58,81.95,8.04,0.02,1,Blue,0.49,40.75,59.2
COWLEY,KS,2010,112300.0,36311.0,3.09,2,0.5,18200.0,90.12,2.86,2.25,9.07,1764.0,17.3,39155.0,12.3,31.3,37.15,19.3,34.2,35.16,62.59,7.84,0.05,3,Green,0.5,43.6,56.45
MASON,MI,2010,112300.0,28705.0,3.91,3,0.49,14537.0,96.21,0.65,1.09,4.01,1175.0,15.8,38776.0,12.7,34.4,33.85,19.05,32.3,49.15,49.42,12.62,0.04,3,Green,0.51,47.099999999999994,52.900000000000006
MIAMI,KS,2012,112300.0,32667.0,3.44,3,0.49,16510.0,95.86,1.34,0.65,2.8,606.0,9.7,64629.0,8.8,34.55,34.05,22.65,32.6,31.72,66.36,6.32,0.02,1,Blue,0.51,43.349999999999994,56.699999999999996
RANDOLPH,WV,2010,112300.0,29405.0,3.82,3,0.52,14257.0,97.47,1.2,0.22,0.65,928.0,18.7,35176.0,21.4,45.1,17.85,15.65,32.6,38.08,59.54,10.5,0.03,0,Red,0.48,66.5,33.5
RIPLEY,IN,2010,112300.0,28818.0,3.9,3,0.49,14603.0,98.16,0.24,0.24,1.54,743.0,10.7,45951.0,16.55,45.0,23.55,14.85,31.8,31.93,66.05,11.23,0.03,3,Green,0.51,61.55,38.4
MERCER,KY,2011,112270.0,21281.0,5.28,3,0.49,10886.0,93.78,3.75,0.3,2.38,662.0,16.2,40502.0,19.8,39.8,25.1,15.25,32.0,30.23,68.32,10.37,0.03,3,Green,0.51,59.599999999999994,40.35
EFFINGHAM,GA,2009,112230.0,53492.0,2.1,1,0.5,26587.0,81.94,15.54,0.39,3.02,1602.0,10.9,54678.0,17.05,38.95,27.55,16.4,31.8,24.17,74.96,8.737681398252178,0.03,1,Blue,0.5,56.0,43.95
WASHINGTON,MO,2010,112230.0,25195.0,4.45,3,0.51,12271.0,96.05,2.21,0.4,1.01,1053.0,24.0,32823.0,30.25,37.75,23.75,8.2,32.6,44.15,53.64,14.32,0.04,0,Red,0.49,68.0,31.95
BURLEIGH,ND,2007,112200.0,77220.0,1.45,1,0.49,39091.0,93.82,0.53,4.18,1.5,4954.25,7.8,52122.0,9.2,23.55,35.4,31.9,24.8,35.5,62.8,2.67,0.06,1,Blue,0.51,32.75,67.3
CARLTON,MN,2010,112200.0,35386.0,3.17,2,0.52,16973.0,89.88,1.41,5.93,1.37,744.0,10.8,48959.0,10.9,36.55,34.35,18.2,27.9,62.06,35.61,8.38,0.02,1,Blue,0.48,47.449999999999996,52.55
CHRISTIAN,IL,2011,112200.0,34699.0,3.23,2,0.51,17048.0,96.88,1.45,0.17,1.46,0.0,13.4,46401.0,15.05,43.05,28.4,13.45,32.7,39.48,58.36,9.5,0.0,3,Green,0.49,58.099999999999994,41.849999999999994
CURRY,OR,2007,112200.0,21502.0,5.22,3,0.49,10998.0,93.7,0.52,2.29,5.38,789.5,14.1,36467.0,14.2,30.65,35.2,19.95,25.4,42.0,54.74,6.55,0.04,0,Red,0.51,44.849999999999994,55.150000000000006
GRANT,NM,2012,112200.0,29245.0,3.84,3,0.49,14797.0,94.1,1.09,1.95,49.05,1621.0,22.4,35842.0,16.7,27.4,32.1,23.75,21.0,54.95,41.53,6.62,0.06,0,Red,0.51,44.099999999999994,55.85
NEWTON,MO,2011,112200.0,58558.0,1.92,1,0.49,29589.0,91.46,0.84,2.49,4.57,2005.0,16.1,41722.0,16.55,34.35,31.3,17.75,31.0,26.54,71.72,7.98,0.03,3,Green,0.51,50.900000000000006,49.05
NORTON CITY,VA,2010,112100.0,3958.0,28.32,4,0.46,2134.0,89.59,6.52,0.2,1.72,706.0,19.5,33662.0,25.1,25.55,33.8,15.5,28.3,43.54,54.6,9.298865844544112,0.18,0,Red,0.54,50.650000000000006,49.3
PICKENS,GA,2007,112100.0,30445.0,3.68,3,0.49,15531.0,95.04,2.94,0.51,2.75,970.0,11.3,50617.0,23.05,30.95,25.7,20.25,25.9,20.98,77.77,4.952953714072414,0.03,1,Blue,0.51,54.0,45.95
WHITESIDE,IL,2011,112100.0,58272.0,1.92,1,0.49,29630.0,96.02,1.57,0.41,11.36,0.0,13.2,45930.0,15.3,37.15,32.85,14.7,26.6,57.87,40.32,9.47,0.0,3,Green,0.51,52.45,47.55
WINSTON,AL,2006,112080.0,24269.0,4.62,3,0.49,12288.0,96.98,1.44,0.5,2.43,544.75,18.7,31869.0,30.1,35.25,24.1,10.6,28.4,19.48,79.39,4.95,0.02,0,Red,0.51,65.35,34.7
MADISON,NY,2006,112060.0,69745.0,1.61,1,0.49,35427.0,95.76,1.94,0.59,1.66,2414.25,10.3,46481.0,12.8,33.8,29.15,24.3,25.1,45.58,49.96,4.54,0.03,3,Green,0.51,46.599999999999994,53.45
WALKER,TX,2010,112040.0,67861.0,1.65,1,0.59,27854.0,73.99,22.75,0.73,16.78,3750.0,25.9,37160.0,21.65,34.5,24.5,19.3,32.6,35.89,62.84,7.74,0.06,0,Red,0.41,56.15,43.8
CHATHAM,NC,2010,112000.0,63505.0,1.76,1,0.48,32851.0,82.37,13.62,1.28,12.96,1942.0,14.2,53958.0,17.4,24.0,24.75,33.85,25.7,53.07,45.82,8.56,0.03,1,Blue,0.52,41.4,58.6
COLUMBIA,OR,2006,112000.0,48231.0,2.32,2,0.5,23885.0,94.79,0.61,1.41,3.73,1337.75,8.8,54958.0,11.95,34.05,37.65,16.3,30.8,52.24,44.84,5.7,0.03,1,Blue,0.5,46.0,53.95
CHEBOYGAN,MI,2009,111900.0,26009.0,4.3,3,0.5,13088.0,94.52,0.92,2.47,1.32,680.0,15.5,36860.0,13.75,40.05,29.5,16.7,38.6,47.21,51.02,14.2,0.03,0,Red,0.5,53.8,46.2
HERTFORD,NC,2009,111900.0,22851.0,4.9,3,0.49,11685.0,35.87,61.34,1.23,2.5,1871.0,24.9,31879.0,27.2,31.65,27.9,13.2,35.4,70.87,28.63,9.64,0.08,0,Red,0.51,58.849999999999994,41.099999999999994
LIVINGSTON,NY,2010,111890.0,65393.0,1.71,1,0.5,32577.0,94.57,2.55,0.31,2.76,2170.0,13.5,50094.0,14.3,33.6,30.65,21.45,28.8,43.39,50.22,8.09,0.03,1,Blue,0.5,47.900000000000006,52.099999999999994
TITUS,TX,2007,111880.0,29147.0,3.84,3,0.51,14421.0,86.29,10.85,1.0,36.84,1950.5,14.6,37913.0,30.25,29.75,25.5,14.5,27.2,34.42,64.92,3.55,0.07,3,Green,0.49,60.0,40.0
WINDHAM,VT,2012,111860.0,43998.0,2.54,2,0.49,22327.0,95.6,1.05,0.28,2.06,1670.0,13.0,49098.0,10.15,31.25,24.85,33.75,22.8,73.05,24.37,5.19,0.04,1,Blue,0.51,41.4,58.6
ESSEX,NY,2011,111820.0,39256.0,2.85,2,0.52,18920.0,94.76,2.97,0.46,2.68,2204.0,14.6,45668.0,14.35,35.7,27.45,22.5,26.9,56.0,37.9,9.13,0.06,3,Green,0.48,50.050000000000004,49.95
FRANKLIN,NC,2008,111800.0,59108.0,1.89,1,0.49,29967.0,70.34,27.47,0.54,6.43,1321.5,14.1,46189.0,21.1,32.25,29.5,17.1,31.4,49.12,49.83,6.2,0.02,3,Green,0.51,53.35,46.6
SMITH,TN,2007,111800.0,18816.0,5.94,3,0.49,9598.0,94.59,3.61,0.46,2.21,967.0,13.5,43701.0,24.35,44.25,21.2,10.25,28.1,41.89,56.16,5.32,0.05,3,Green,0.51,68.6,31.45
VERNON,LA,2009,111790.0,46198.0,2.42,2,0.52,22209.0,76.53,17.32,1.45,7.63,2147.0,16.2,42322.0,16.2,36.5,31.7,15.6,36.4,21.89,76.28,7.05,0.05,3,Green,0.48,52.7,47.3
COLQUITT,GA,2010,111750.0,45498.0,2.46,2,0.5,22922.0,74.01,22.85,1.3,17.06,2391.0,26.2,32010.0,31.0,37.05,20.0,11.95,32.6,30.31,68.86,9.298865844544112,0.05,0,Red,0.5,68.05,31.95
LETCHER,KY,2009,111700.0,23681.0,4.72,3,0.5,11934.0,98.08,0.86,0.11,0.76,459.0,30.6,29835.0,33.25,35.6,21.45,9.7,38.9,28.75,68.32,9.475,0.02,0,Red,0.5,68.85,31.15
OUACHITA,AR,2012,111700.0,25401.0,4.4,3,0.47,13442.0,57.56,40.03,0.39,1.73,465.0,21.9,32749.0,20.65,38.5,26.85,14.0,37.8,44.92,53.52,10.52,0.02,0,Red,0.53,59.15,40.85
TAOS,NM,2012,111700.0,32766.0,3.41,3,0.49,16666.0,88.28,0.75,7.39,56.6,1419.0,25.3,29637.0,16.7,26.6,29.9,26.8,16.9,78.09,17.8,10.4,0.04,0,Red,0.51,43.3,56.7
DALE,AL,2007,111660.0,47836.0,2.33,2,0.49,24162.0,75.36,20.92,0.62,4.77,1682.0,16.7,41214.0,18.1,30.9,35.6,15.4,33.1,26.61,72.58,3.97,0.04,3,Green,0.51,49.0,51.0
GENESEE,NY,2006,111660.0,58500.0,1.91,1,0.49,29580.0,94.62,2.7,0.83,2.25,2317.75,10.2,44268.0,12.25,37.0,31.9,18.85,25.3,38.11,57.7,4.57,0.04,3,Green,0.51,49.25,50.75
HOKE,NC,2012,111630.0,50478.0,2.21,1,0.49,25663.0,50.5,34.31,9.57,12.1,587.0,20.7,44717.0,20.55,30.6,34.3,14.6,34.8,58.96,39.9,10.63,0.01,3,Green,0.51,51.150000000000006,48.9
DE KALB,IN,2011,111605.0,42462.0,2.63,2,0.5,21413.0,97.88,0.38,0.27,2.47,1073.0,13.1,46262.0,12.8,43.25,28.85,15.1,27.0,35.35,62.89,9.7,0.03,3,Green,0.5,56.05,43.95
BENNINGTON,VT,2009,111600.0,36336.0,3.07,2,0.49,18712.0,96.8,0.92,0.33,1.75,1320.0,12.8,44686.0,12.0,31.7,25.6,30.7,23.3,65.47,32.13,7.65,0.04,3,Green,0.51,43.7,56.3
LAWRENCE,KY,2007,111600.0,16334.0,6.83,3,0.5,8195.0,98.15,0.66,0.32,0.76,331.25,25.3,29399.0,32.55,37.3,21.0,9.1,32.6,37.41,60.92,7.79,0.02,0,Red,0.5,69.85,30.1
MASON,MI,2011,111600.0,28641.0,3.9,3,0.49,14491.0,96.16,0.71,1.07,4.07,1008.0,18.1,39101.0,12.7,34.4,33.85,19.05,29.9,48.05,50.66,11.05,0.04,3,Green,0.51,47.099999999999994,52.900000000000006
RIO ARRIBA,NM,2008,111600.0,40654.0,2.75,2,0.49,20663.0,84.64,0.95,12.48,73.89,2191.5,17.2,38578.0,20.85,32.05,30.2,16.95,22.9,74.99,24.12,5.47,0.05,3,Green,0.51,52.9,47.15
MONROE,MS,2011,111530.0,36611.0,3.05,2,0.48,19163.0,68.07,30.79,0.22,0.98,1714.0,19.3,34735.0,27.3,33.95,25.05,13.7,32.5,41.57,57.72,12.05,0.05,0,Red,0.52,61.25,38.75
MITCHELL,NC,2011,111500.0,15347.0,7.27,3,0.49,7852.0,97.18,0.48,0.79,4.22,809.0,19.2,35322.0,24.35,32.85,27.6,15.15,30.4,24.88,73.6,11.87,0.05,0,Red,0.51,57.2,42.75
JACKSON,NC,2007,111460.0,36441.0,3.06,2,0.48,18772.0,86.0,3.28,8.31,3.33,1482.5,18.6,38955.0,16.6,26.05,29.4,28.0,28.0,50.86,47.89,3.68,0.04,3,Green,0.52,42.650000000000006,57.4
CURRY,OR,2008,111400.0,21248.0,5.24,3,0.49,10844.0,93.49,0.63,2.36,5.57,789.5,14.8,36865.0,14.2,30.65,35.2,19.95,27.0,42.41,53.89,8.11,0.04,0,Red,0.51,44.849999999999994,55.150000000000006
DODGE,NE,2011,111400.0,36927.0,3.02,2,0.49,18838.0,96.07,0.9,0.92,10.3,1539.0,11.6,46246.0,13.65,38.0,31.3,17.0,29.8,39.22,58.89,4.92,0.04,3,Green,0.51,51.65,48.3
DUBOIS,IN,2006,111400.0,41330.0,2.7,2,0.49,20904.0,97.84,0.86,0.2,4.86,1070.25,6.8,49399.0,15.65,41.5,24.9,17.95,27.0,38.83,60.01,3.63,0.03,1,Blue,0.51,57.15,42.849999999999994
HOCKING,OH,2012,111400.0,29306.0,3.8,3,0.5,14562.0,97.48,0.85,0.33,0.78,613.0,20.1,38927.0,16.35,45.5,26.25,11.95,34.0,48.37,49.38,8.28,0.02,3,Green,0.5,61.85,38.2
MCNAIRY,TN,2012,111380.0,26122.0,4.26,3,0.49,13311.0,92.21,5.87,0.33,1.65,1340.0,21.5,33110.0,25.65,42.15,21.65,10.5,35.6,26.98,71.57,10.25,0.05,0,Red,0.51,67.8,32.15
ESCAMBIA,AL,2008,111350.0,37619.0,2.96,2,0.51,18341.0,63.35,32.3,2.8,1.97,1159.5,24.1,32009.0,25.25,39.25,24.1,11.35,34.4,35.36,63.89,7.55,0.03,0,Red,0.49,64.5,35.45
BOONE,AR,2009,111300.0,36780.0,3.03,2,0.49,18785.0,95.95,1.43,0.89,2.15,2028.0,16.3,37007.0,19.0,33.7,32.9,14.45,29.1,27.62,69.38,7.51,0.06,0,Red,0.51,52.7,47.349999999999994
CASS,TX,2008,111300.0,29237.0,3.81,3,0.48,15100.0,78.97,18.61,0.68,4.65,1371.5,18.2,36378.0,19.5,41.95,24.9,13.65,29.3,29.46,69.89,8.464,0.05,0,Red,0.52,61.45,38.55
DALE,AL,2008,111300.0,47989.0,2.32,2,0.49,24268.0,75.34,20.83,0.68,4.97,1682.0,15.0,42867.0,18.1,30.9,35.6,15.4,34.4,27.28,71.87,5.41,0.04,3,Green,0.51,49.0,51.0
HARRISON,IN,2008,111300.0,37302.0,2.98,2,0.5,18641.0,97.38,1.12,0.32,1.84,366.75,9.7,51964.0,15.25,41.7,28.25,14.85,29.8,40.29,58.32,5.9,0.01,1,Blue,0.5,56.95,43.1
WHITLEY,IN,2010,111300.0,33292.0,3.34,3,0.5,16739.0,98.0,0.3,0.32,1.55,826.0,9.3,49989.0,11.35,43.1,29.15,16.4,33.7,34.02,64.2,11.49,0.02,1,Blue,0.5,54.45,45.55
RIPLEY,IN,2009,111280.0,27364.0,4.07,3,0.49,13850.0,97.67,0.66,0.4,1.51,783.0,11.8,44179.0,16.55,45.0,23.55,14.85,30.9,33.14,65.0,10.82,0.03,3,Green,0.51,61.55,38.4
JEFFERSON,WV,2007,111230.0,51158.0,2.17,1,0.5,25818.0,89.87,7.12,0.33,3.84,1308.0,8.3,61219.0,16.1,33.4,24.45,26.05,30.0,50.51,48.44,3.2,0.03,1,Blue,0.5,49.5,50.5
CRITTENDEN,AR,2009,111220.0,53013.0,2.1,1,0.48,27663.0,49.56,47.94,0.49,2.49,5239.0,28.3,34099.0,24.7,34.4,26.05,14.85,37.5,56.63,41.9,10.91,0.1,0,Red,0.52,59.099999999999994,40.9
BREATHITT,KY,2012,111210.0,13617.0,8.17,3,0.5,6793.0,98.22,0.38,0.1,0.87,701.0,33.6,25831.0,34.85,33.25,20.65,11.3,42.9,31.19,66.25,14.44,0.05,0,Red,0.5,68.1,31.95
BEDFORD,PA,2007,111150.0,49628.0,2.24,1,0.5,25032.0,98.1,0.7,0.2,0.88,1182.75,12.6,38257.0,17.35,51.1,19.45,12.0,25.2,26.88,72.19,5.65,0.02,3,Green,0.5,68.45,31.45
FREDERICK,VA,2007,111100.0,72699.0,1.53,1,0.5,36235.0,91.94,5.08,0.3,6.24,3131.25,6.6,64192.0,16.6,34.05,26.15,23.15,27.7,36.68,61.95,2.96,0.04,1,Blue,0.5,50.65,49.3
GARVIN,OK,2009,111100.0,27134.0,4.09,3,0.49,13875.0,84.71,3.34,7.85,6.76,1326.0,18.3,36436.0,20.85,42.2,23.25,13.75,29.0,27.89,72.1,5.66,0.05,0,Red,0.51,63.050000000000004,37.0
SEMINOLE,OK,2012,111100.0,25392.0,4.38,3,0.49,12959.0,68.66,4.51,19.07,4.16,569.0,23.2,33940.0,21.35,35.0,30.7,13.0,36.0,34.87,65.13,7.85,0.02,0,Red,0.51,56.35,43.7
WILLIAMSBURG,SC,2011,111100.0,34103.0,3.26,2,0.49,17529.0,32.87,65.65,0.37,2.13,1055.0,30.9,27750.0,27.2,38.0,22.75,12.05,43.0,69.29,29.8,16.71,0.03,0,Red,0.51,65.2,34.8
STORY,IA,2012,111090.0,91999.0,1.21,1,0.52,44306.0,88.55,2.71,0.23,3.11,4277.0,19.5,51291.0,4.85,20.05,27.6,47.55,25.6,55.55,41.71,3.58,0.05,1,Blue,0.48,24.9,75.15
CHARLOTTESVILLE CITY,VA,2012,111060.0,44580.0,2.49,2,0.48,23147.0,70.55,19.4,0.37,4.91,3136.0,24.2,41031.0,14.35,20.5,19.05,46.1,26.2,75.74,22.22,7.747876584638352,0.07,3,Green,0.52,34.85,65.15
TOOMBS,GA,2006,111020.0,27366.0,4.06,3,0.48,14287.0,73.19,24.87,0.37,11.13,940.25,22.8,30188.0,26.05,36.95,22.8,14.3,27.2,29.86,69.52,5.0724936472346815,0.03,0,Red,0.52,63.0,37.1
GARRETT,MD,2012,111000.0,29964.0,3.7,3,0.5,15113.0,97.85,0.97,0.16,0.83,1533.0,14.5,41515.0,15.85,43.6,23.85,16.7,30.7,23.74,74.05,8.27,0.05,3,Green,0.5,59.45,40.55
MADISON,GA,2010,110960.0,28120.0,3.95,3,0.49,14222.0,89.48,8.47,0.28,4.05,681.0,17.2,41267.0,23.45,39.3,23.45,13.8,31.7,24.27,74.21,9.298865844544112,0.02,3,Green,0.51,62.75,37.25
SEQUOYAH,OK,2007,110920.0,40978.0,2.71,2,0.49,20756.0,69.03,2.88,19.39,4.19,1766.5,19.2,36370.0,24.15,36.6,26.9,12.35,31.6,34.0,66.0,5.8,0.04,0,Red,0.51,60.75,39.25
ARLINGTON,VA,2007,110900.0,203911.0,0.54,1,0.5,101462.0,79.02,9.87,0.43,14.91,5037.5,6.5,92345.0,9.15,9.85,13.85,67.15,20.7,70.68,28.17,1.95,0.02,2,Yellow,0.5,19.0,81.0
GREENE,IN,2010,110900.0,33165.0,3.34,3,0.5,16608.0,98.47,0.16,0.28,0.97,818.0,14.0,41504.0,16.9,42.1,28.55,12.5,33.1,37.53,60.47,10.64,0.02,3,Green,0.5,59.0,41.05
MASON,WV,2007,110900.0,25560.0,4.34,3,0.49,13027.0,97.65,1.08,0.22,0.67,493.5,17.9,34635.0,21.15,47.5,21.45,9.9,31.9,42.99,54.93,6.89,0.02,0,Red,0.51,68.65,31.35
MERCER,KY,2010,110900.0,21331.0,5.2,3,0.49,10924.0,93.89,3.75,0.3,2.3,638.0,15.3,41985.0,19.8,39.8,25.1,15.25,33.1,30.62,68.02,11.19,0.03,3,Green,0.51,59.599999999999994,40.35
WRIGHT,MO,2010,110900.0,18815.0,5.89,3,0.49,9639.0,97.48,0.48,0.57,1.26,622.0,23.9,29608.0,24.25,42.25,22.75,10.8,34.7,27.29,70.62,11.9,0.03,0,Red,0.51,66.5,33.55
HILL,TX,2009,110860.0,35830.0,3.09,2,0.49,18097.0,89.6,7.62,0.81,19.48,2901.0,16.0,39028.0,23.55,33.55,28.5,14.45,32.5,27.39,71.64,6.784000000000001,0.08,3,Green,0.51,57.099999999999994,42.95
SEQUATCHIE,TN,2011,110830.0,14252.0,7.78,3,0.49,7220.0,97.48,0.52,0.51,3.37,877.0,19.2,38008.0,25.1,39.65,22.9,12.35,34.0,29.62,68.25,10.19,0.06,3,Green,0.51,64.75,35.25
MALHEUR,OR,2009,110800.0,30721.0,3.61,3,0.54,13986.0,93.2,1.74,1.36,28.56,1572.0,23.3,35788.0,23.95,30.6,33.4,12.15,26.3,28.13,68.65,10.92,0.05,0,Red,0.46,54.55,45.55
MARSHALL,KY,2010,110800.0,31448.0,3.52,3,0.49,15982.0,98.6,0.17,0.19,1.11,1052.0,11.5,43825.0,18.25,37.9,28.25,15.6,34.2,34.33,63.8,10.52,0.03,3,Green,0.51,56.15,43.85
DELTA,MI,2009,110720.0,36851.0,3.0,2,0.5,18519.0,95.31,0.68,2.09,1.23,1451.0,13.3,40980.0,10.15,34.75,36.15,18.9,30.0,50.78,47.68,11.7,0.04,3,Green,0.5,44.9,55.05
JACKSON,FL,2010,110700.0,49746.0,2.23,1,0.55,22494.0,70.33,26.71,0.72,4.31,0.0,19.0,37351.0,25.6,34.15,26.8,13.4,33.9,35.31,63.84,9.298865844544112,0.0,0,Red,0.45,59.75,40.2
BRYAN,GA,2008,110690.0,31223.0,3.55,3,0.5,15698.0,80.0,16.12,0.52,4.64,1657.5,10.2,62038.0,14.75,29.7,29.65,25.85,28.7,28.31,70.94,5.911735029940126,0.05,1,Blue,0.5,44.45,55.5
WABASH,IN,2008,110680.0,32813.0,3.37,3,0.49,16889.0,97.04,0.93,0.68,1.65,908.25,12.0,46192.0,14.8,44.0,25.0,16.2,31.3,39.33,59.39,7.51,0.03,3,Green,0.51,58.8,41.2
DUBUQUE,IA,2006,110600.0,91432.0,1.21,1,0.49,46728.0,96.55,1.51,0.22,1.71,4892.75,10.3,45521.0,11.25,36.7,26.35,25.65,27.3,58.06,40.81,3.68,0.05,3,Green,0.51,47.95,52.0
GRUNDY,IL,2009,110600.0,48336.0,2.29,2,0.5,24099.0,95.04,2.5,0.4,8.04,0.0,6.8,63349.0,9.9,36.65,34.5,18.9,31.7,48.55,49.5,12.22,0.0,1,Blue,0.5,46.55,53.4
MARION,MO,2012,110600.0,28742.0,3.85,3,0.48,14873.0,91.86,5.11,0.21,1.49,3626.0,17.5,40726.0,16.15,39.9,25.75,18.25,35.7,33.16,65.17,6.11,0.13,3,Green,0.52,56.05,44.0
LEA,NM,2007,110560.0,57958.0,1.91,1,0.51,28453.0,91.82,4.55,1.68,47.02,2579.5,18.6,40962.0,30.0,29.6,28.0,12.35,27.8,25.56,73.53,2.48,0.04,3,Green,0.49,59.6,40.35
CASS,IN,2011,110500.0,38909.0,2.84,2,0.5,19433.0,94.52,1.78,1.1,12.99,1472.0,14.7,41271.0,17.55,42.45,27.3,12.7,34.7,39.64,58.05,9.42,0.04,3,Green,0.5,60.0,40.0
CHESTER,SC,2010,110500.0,33140.0,3.33,2,0.48,17122.0,60.34,37.53,0.42,1.45,1557.0,20.8,34908.0,26.4,37.45,24.3,11.95,33.5,54.13,44.69,19.26,0.05,0,Red,0.52,63.85,36.25
PIKE,OH,2011,110500.0,28608.0,3.86,3,0.5,14420.0,96.61,0.94,0.55,0.81,278.0,22.7,37802.0,24.75,41.3,22.45,11.5,32.4,48.87,49.14,15.21,0.01,0,Red,0.5,66.05,33.95
PENDER,NC,2011,110430.0,53171.0,2.08,1,0.5,26579.0,79.2,17.68,0.87,6.1,2332.0,16.4,44171.0,18.2,31.2,31.05,19.6,26.9,39.88,59.04,11.33,0.04,3,Green,0.5,49.4,50.650000000000006
CHIPPEWA,WI,2009,110420.0,60329.0,1.83,1,0.51,29269.0,96.93,0.63,0.49,1.19,2841.0,11.6,46040.0,11.6,38.85,32.1,17.45,31.6,52.6,45.86,8.44,0.05,3,Green,0.49,50.45,49.55
CAMPBELL,WY,2011,110400.0,46543.0,2.37,2,0.52,22209.0,95.78,0.46,1.42,7.69,4098.0,7.0,70438.0,10.2,35.5,37.2,17.1,33.6,13.79,83.68,4.9,0.09,2,Yellow,0.48,45.7,54.300000000000004
GILES,VA,2009,110400.0,17363.0,6.36,3,0.49,8875.0,96.2,2.39,0.21,1.09,740.0,13.1,39421.0,18.55,39.4,27.25,14.7,28.6,39.74,58.34,6.305,0.04,3,Green,0.51,57.95,41.95
MONROE,MS,2010,110400.0,36989.0,2.98,2,0.48,19407.0,67.9,30.98,0.19,0.96,2028.0,24.1,34468.0,27.3,33.95,25.05,13.7,34.4,41.43,57.96,13.18,0.05,0,Red,0.52,61.25,38.75
SHELBY,TX,2011,110390.0,25735.0,4.29,3,0.5,12993.0,80.16,17.59,0.81,16.77,1325.0,21.0,36677.0,27.8,34.75,23.75,13.75,32.8,25.67,73.55,8.56,0.05,0,Red,0.5,62.55,37.5
PEMISCOT,MO,2011,110360.0,18194.0,6.07,3,0.47,9575.0,71.22,26.82,0.34,2.04,1611.0,30.1,26647.0,33.7,36.0,20.2,10.2,33.7,42.36,56.63,11.65,0.09,0,Red,0.53,69.7,30.4
HOWARD,TX,2009,110350.0,32891.0,3.36,3,0.55,14733.0,91.67,5.28,0.95,44.09,2281.0,18.7,36929.0,24.8,33.0,30.2,12.0,31.4,25.77,72.97,5.698,0.07,0,Red,0.45,57.8,42.2
HARDIN,TX,2007,110320.0,51758.0,2.13,1,0.49,26214.0,90.23,7.53,0.5,5.41,2627.25,11.2,52798.0,16.45,39.2,29.5,14.9,27.9,21.04,78.29,4.25,0.05,1,Blue,0.51,55.650000000000006,44.4
VENANGO,PA,2006,110300.0,55067.0,2.0,1,0.49,28037.0,97.13,1.43,0.25,0.92,1780.75,14.5,35648.0,14.7,49.25,20.95,15.15,25.4,38.91,60.04,5.19,0.03,0,Red,0.51,63.95,36.1
OHIO,KY,2010,110280.0,23842.0,4.63,3,0.5,11930.0,97.86,0.85,0.27,3.54,524.0,20.4,35975.0,26.55,42.35,21.9,9.2,34.7,35.91,62.14,11.22,0.02,0,Red,0.5,68.9,31.099999999999998
WINDHAM,VT,2011,110260.0,44239.0,2.49,2,0.49,22487.0,95.66,1.05,0.29,2.0,1370.0,10.8,46566.0,10.15,31.25,24.85,33.75,22.5,73.04,24.5,5.61,0.03,3,Green,0.51,41.4,58.6
